location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,pracLoop.order
1,0.0023,15.2134,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,15.2143,27.5461,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,,,27.5467,43.2791,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,,,,,43.3597,44.6115,1.25,44.6157,48.6123,,0,48.613,49.6123,0,0,0,1,1,stim/both.png,stim/incongLeft.png,1,left,0,
1,,,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,,,,,49.6142,50.9111,1.3,50.9127,54.9111,,0,54.9113,55.9112,0,1,1,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,
1,,,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,,,,,55.9135,56.3616,0.45,56.3634,60.3612,,0,60.3613,61.3611,0,2,2,4,1,stim/centre.png,stim/congLeft.png,1,left,0,
1,,,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,,,,,61.3622,62.6116,1.25,62.613,66.6112,,0,66.6113,67.6118,0,3,3,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,
1,,,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,,,,,67.6128,69.1111,1.5,69.1127,73.1109,,0,73.1112,74.111,0,4,4,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,
1,,,2026-02-23_17h38.09.019,ant_ver113,2025.2.3,Win32,60.24096386,108166,108166,,,,,74.1121,75.466,1.35,75.4672,,,,,,0,5,5,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,23
