location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration
2,0.001,15.774,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,15.775,34.225,,,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,34.225,64.443,,,,,,,,,,,,,,,,,,,,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,64.458,65.009,0.55,65.011,69.009,,0,69.01,70.009,0,0,0,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,70.01,70.609,0.6,70.61,74.609,left,1,74.611,75.609,0,1,1,6,1,stim/blank.png,stim/congLeft.png,1,left,0,0.615,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,75.61,77.108,1.5,77.109,81.109,right,0,81.11,82.109,0,2,2,1,1,stim/both.png,stim/incongLeft.png,1,left,0,1.554,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,82.11,82.608,0.5,82.609,86.609,,0,86.609,87.609,0,3,3,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,87.61,88.809,1.2,88.809,92.809,left,1,92.811,93.809,0,4,4,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,1.018,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,93.81,94.909,1.1,94.91,98.91,left,0,98.911,99.909,0,5,5,3,1,stim/both.png,stim/incongRight.png,-1,right,0,1.673,
2,,,2026-02-23_16h45.36.907,ant_ver113,2025.2.3,MacIntel,62.5,13193,13193,,,,,99.91,100.559,0.65,100.56,104.56,,0,104.56,105.565,0,6,6,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,
