location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
3,0,14.353,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,14.353,73.552,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,73.552,115.77,,,,,,,,,,,,,,,,,,,
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,115.793,116.589,0.8,116.592,120.583,,0,120.584,121.582,0,0,0,2,1,stim/centre.png,stim/congRight.png,1,right,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,121.583,122.576,1,122.577,126.567,,0,126.567,127.567,0,1,1,11,1,stim/upper.png,stim/incongRight.png,1,right,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,127.568,128.208,0.65,128.21,132.21,,0,132.21,133.198,0,2,2,0,1,stim/centre.png,stim/congRight.png,-1,right,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,133.199,133.741,0.55,133.742,137.743,,0,137.743,138.735,0,3,3,15,1,stim/blank.png,stim/congLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,138.736,139.98,1.25,139.981,143.978,,0,143.978,144.973,0,4,4,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,144.973,146.164,1.2,146.165,150.159,,0,150.159,151.167,0,5,5,6,1,stim/blank.png,stim/congLeft.png,1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,151.168,152.321,1.15,152.322,156.315,,0,156.315,157.313,0,6,6,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,157.315,158.86,1.55,158.861,162.856,,0,162.856,163.857,0,7,7,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,163.858,164.653,0.8,164.654,168.646,,0,168.646,169.647,0,8,8,7,1,stim/blank.png,stim/incongRight.png,-1,right,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,169.648,170.095,0.45,170.096,174.095,,0,174.095,175.092,0,9,9,5,1,stim/both.png,stim/congLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,175.093,175.882,0.8,175.883,179.881,,0,179.881,180.879,0,10,10,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,180.879,181.97,1.1,181.971,185.969,,0,185.969,186.975,0,11,11,1,1,stim/both.png,stim/incongLeft.png,1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,186.976,187.479,0.5,187.479,191.482,,0,191.482,192.475,0,12,12,20,1,stim/blank.png,stim/incongLeft.png,1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,192.476,193.215,0.75,193.216,197.215,,0,197.215,198.21,0,13,13,3,1,stim/both.png,stim/incongRight.png,-1,right,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,198.211,198.652,0.45,198.653,202.649,,0,202.649,203.654,0,14,14,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,203.655,204.655,1,204.656,208.644,,0,208.644,209.656,0,15,15,4,1,stim/centre.png,stim/congLeft.png,1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,209.657,210.45,0.8,210.451,214.44,,0,214.44,215.442,0,16,16,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,215.443,216.936,1.5,216.937,220.94,,0,220.94,221.94,0,17,17,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,221.942,223.19,1.25,223.192,227.194,,0,227.194,228.182,0,18,18,13,1,stim/both.png,stim/congRight.png,-1,right,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,228.183,229.032,0.85,229.033,233.032,,0,233.032,234.032,0,19,19,12,1,stim/lower.png,stim/congLeft.png,-1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,234.033,235.382,1.35,235.383,239.385,,0,239.385,240.376,0,20,20,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
3,,,2026-02-21_17h41.32.666,ant_ver113,2025.2.3,MacIntel,58.82352941,7615,7615,,,,,240.378,241.628,1.25,241.629,245.628,,0,245.628,246.628,0,21,21,18,1,stim/blank.png,stim/congRight.png,-1,right,0
