location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,628.3457,629.8966,1.55,629.8972,633.8965,right,1,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,0.5884,,,,,,,1,33,81,26,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,633.8971,634.7467,0.85,634.7475,638.7471,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,0.5206,,,,,,,1,34,82,36,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,638.7484,639.7468,1,639.7483,643.7469,right,1,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,0.7354,,,,,,,1,35,83,3,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,643.7477,644.5972,0.85,644.598,648.5968,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,0.7563,,,,,,,1,36,84,16,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,648.5975,649.147,0.55,649.1482,653.1468,right,1,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,0.5337,,,,,,,1,37,85,28,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,653.1473,653.7033,0.55,653.7036,657.6964,left,1,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,0.6027,,,,,,,1,38,86,20,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,657.6973,658.8473,1.15,658.8487,662.8461,right,1,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,0.5736,,,,,,,1,39,87,7,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,662.8464,663.6472,0.8,663.6481,667.6475,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,0.5501,,,,,,,1,40,88,41,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,667.6479,668.2472,0.6,668.2478,672.248,right,1,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,0.5989,,,,,,,1,41,89,2,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,672.2491,673.6973,1.45,673.6985,677.6976,left,1,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,0.5765,,,,,,,1,42,90,9,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,677.6985,678.2465,0.55,678.247,682.2474,left,1,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,0.6738,,,,,,,1,43,91,37,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,682.2484,682.6469,0.4,682.6477,686.6484,left,1,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,0.529,,,,,,,1,44,92,14,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,686.6491,688.0977,1.45,688.099,692.0978,right,1,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,0.5054,,,,,,,1,45,93,11,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,692.0985,692.6479,0.55,692.6487,696.648,right,1,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,0.4277,,,,,,,1,46,94,30,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,696.6491,697.1967,0.55,697.1973,701.1977,right,1,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,0.5584,,,,,,,1,47,95,39,1,,,,,,,
1,,,2026-02-26_17h31.05.789,ant_ver113,2025.2.3,MacIntel,63.69426752,128949,128949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.2046,0,0,0,0,1,2
