location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,resp.rt,resp.duration,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,203.2282,204.6175,1.4,204.6183,208.6176,,0,,,,,,,,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,0,0,0,16,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,208.6187,209.8671,1.25,209.8677,213.8674,,0,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,,,0,1,1,24,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,213.8677,215.2175,1.35,215.2181,219.2178,right,0,,,,,,,,stim/both.png,stim/neutralLeft.png,1,left,0,0.9399,,,,,,,0,2,2,31,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,219.2185,219.9675,0.75,219.9681,223.9678,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,,,0,3,3,35,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,223.9684,224.4678,0.5,224.4686,228.4677,right,1,,,,,,,,stim/upper.png,stim/incongRight.png,1,right,0,1.0476,,,,,,,0,4,4,11,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,228.4683,229.1668,0.7,229.1675,233.1669,,0,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,5,5,38,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,233.1675,233.718,0.55,233.7189,237.7166,right,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,1.1015,,,,,,,0,6,6,37,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,237.7169,238.218,0.5,238.2184,242.2179,,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,,,0,7,7,44,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,242.2186,242.868,0.65,242.8689,246.867,right,0,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,0.4153,,,,,,,0,8,8,5,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,246.8676,248.367,1.5,248.3678,252.368,,0,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,0,9,9,6,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,252.3687,253.6672,1.3,253.6679,257.6682,,0,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,0,10,10,10,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,257.6688,258.3673,0.7,258.368,262.3674,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,0,11,11,9,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,262.368,262.9182,0.55,262.919,266.9172,,0,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,,,0,12,12,28,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,266.9178,267.5183,0.6,267.5191,271.5176,,0,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,,,0,13,13,47,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,271.5182,272.7173,1.2,272.7179,276.7183,,0,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,0,14,14,1,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,276.7188,277.7684,1.05,277.7692,281.7684,,0,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,0,15,15,13,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,281.769,283.0183,1.25,283.0189,287.0176,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,16,16,22,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,287.0181,288.3184,1.3,288.3193,292.3186,,0,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,,,0,17,17,30,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,292.3193,293.7684,1.45,293.7692,297.7686,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,-1,right,0,,,,,,,,0,18,18,36,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,297.7692,299.3186,1.55,299.3194,303.3185,,0,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,0,19,19,4,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,303.3192,304.0688,0.75,304.0696,308.0685,,0,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,0,20,20,12,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,308.0691,308.6177,0.55,308.6184,312.6186,,0,,,,,,,,stim/blank.png,stim/incongRight.png,1,right,0,,,,,,,,0,21,21,40,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,312.6191,313.2187,0.6,313.2195,317.2186,right,1,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,0.772,,,,,,,0,22,22,0,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,317.2192,318.6687,1.45,318.6695,322.6687,,0,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,,,0,23,23,43,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,322.6692,323.1688,0.5,323.1696,327.1689,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,1.3989,,,,,,,0,24,24,41,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,327.1695,328.2188,1.05,328.2197,332.2175,right,0,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,1.2006,,,,,,,0,25,25,42,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,332.2178,333.3188,1.1,333.3197,337.3189,,0,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,0,26,26,8,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,337.3195,338.319,1,338.3198,342.319,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,0.7318,,,,,,,0,27,27,25,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,342.3196,343.269,0.95,343.2699,347.268,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,,,0,28,28,29,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,347.2685,348.319,1.05,348.3199,352.319,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,0,29,29,21,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,352.3196,353.6191,1.3,353.6199,357.6189,left,0,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,1.0708,,,,,,,0,30,30,26,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,357.6194,358.2191,0.6,358.2198,362.2193,right,0,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,1.603,,,,,,,0,31,31,15,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,362.2199,363.5692,1.35,363.5702,367.5693,,0,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,,,0,32,32,39,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,367.57,368.4182,0.85,368.4189,372.4192,right,1,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,0.0679,,,,,,,0,33,33,23,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,372.4199,373.5692,1.15,373.5701,377.5693,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,34,34,17,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,377.5699,378.0191,0.45,378.0196,382.0196,,0,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,,,0,35,35,45,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,382.0201,383.2685,1.25,383.2695,387.2694,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,,,0,36,36,46,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,387.2701,387.9195,0.65,387.9204,391.9184,,0,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,,,0,37,37,34,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,391.9191,392.6696,0.75,392.6704,396.6695,left,0,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,0.0163,,,,,,,0,38,38,18,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,396.6702,397.3685,0.7,397.3693,401.3696,,0,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,,,0,39,39,27,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,401.3705,401.8695,0.5,401.8704,405.8698,,0,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,0,40,40,7,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,405.8705,407.4195,1.55,407.4202,411.4197,,0,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,0,41,41,2,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,411.4203,412.2196,0.8,412.2203,416.2197,left,1,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,0.4811,,,,,,,0,42,42,32,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,416.2204,417.4687,1.25,417.4695,421.4687,,0,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,0,43,43,14,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,421.4693,421.9198,0.45,421.9206,425.9199,,0,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,0,44,44,20,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,425.9205,426.5689,0.65,426.5696,430.5698,,0,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,0,45,45,19,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,430.5705,431.2198,0.65,431.2208,435.219,,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,,,0,46,46,33,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,435.2195,436.7689,1.55,436.7696,440.7701,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,0,47,47,3,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,440.7707,441.2691,0.5,441.2698,445.27,,0,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,,,1,0,48,47,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,445.2706,445.769,0.5,445.7697,449.7701,,0,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,,,1,1,49,41,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,449.7707,450.2701,0.5,450.271,454.2701,,0,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,,,1,2,50,30,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,454.2708,455.0192,0.75,455.0199,459.0202,,0,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,3,51,21,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,459.0207,460.5701,1.55,460.5712,464.5701,,0,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,,,1,4,52,37,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,464.5709,465.8201,1.25,465.8208,469.8203,,0,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,1,5,53,0,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,469.8209,471.0694,1.25,471.0702,475.0703,,0,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,1,6,54,9,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,475.071,475.7703,0.7,475.7713,479.7699,,0,,,,,,,,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,1,7,55,8,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,479.7703,481.0196,1.25,481.0204,485.0203,,0,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,1,8,56,15,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,485.021,486.5204,1.5,486.5213,490.5204,,0,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,,,1,9,57,44,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,490.5211,492.0705,1.55,492.0716,496.0704,,0,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,,,1,10,58,33,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,496.0709,496.6704,0.6,496.6714,500.6705,,0,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,1,11,59,17,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,500.6713,502.2206,1.55,502.2214,506.2206,,0,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,1,12,60,18,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,506.2212,507.2705,1.05,507.2714,511.2707,,0,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,1,13,61,3,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,511.2713,512.2707,1,512.2716,516.2695,,0,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,,,1,14,62,35,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,516.2701,516.6697,0.4,516.6704,520.6697,,0,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,,,1,15,63,27,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,520.6702,521.3196,0.65,521.3203,525.3208,,0,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,,,1,16,64,43,1,,,,,,,
1,,,2026-02-11_12h17.09.974,ant_ver113,2025.2.3,MacIntel,60.24096386,121438,121438,,,,,525.3215,526.4706,1.15,526.4712,530.4708,,0,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,,,1,17,65,25,1,,,,,,,
