location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant
1,0,11.331,2026-02-11_19h27.34.002,ant_ver113,2025.2.3,MacIntel,58.82352941,123790,123790
