location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
3,0,17.24,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,17.24,29.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,29.847,62.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,62.583,63.579,1,63.58,67.579,left,1,0.681,,67.579,68.585,0,0,0,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,68.586,69.279,0.7,69.28,73.28,,0,,,73.282,74.279,0,1,1,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,74.28,75.479,1.2,75.48,79.479,,0,,,79.479,80.48,0,2,2,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,80.48,81.979,1.5,81.98,85.979,,0,,,85.979,86.979,0,3,3,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,86.98,88.43,1.45,88.431,92.429,left,1,0.784,,92.431,93.429,0,4,4,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,93.43,94.128,0.7,94.129,98.13,right,1,0.534,,98.132,99.129,0,5,5,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,99.131,100.229,1.1,100.23,104.229,left,1,0.867,,104.23,105.229,0,6,6,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,105.23,106.529,1.3,106.53,110.53,right,1,0.399,,110.531,111.529,0,7,7,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,111.53,112.029,0.5,112.03,116.029,left,1,0.951,,116.03,117.029,0,8,8,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,117.03,117.679,0.65,117.68,121.679,right,1,0.449,,121.68,122.679,0,9,9,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,122.68,123.63,0.95,123.631,127.63,left,0,1.55,,127.632,128.629,0,10,10,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,128.63,129.479,0.85,129.48,133.479,,0,,,133.48,134.479,0,11,11,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,134.481,135.628,1.15,135.629,139.629,left,1,0.851,,139.63,140.629,0,12,12,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,140.63,141.529,0.9,141.53,145.528,left,1,0.718,,145.53,146.529,0,13,13,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,146.529,147.829,1.3,147.83,151.829,left,1,0.7,,151.83,152.829,0,14,14,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,152.829,153.678,0.85,153.679,157.679,right,1,0.551,,157.68,158.678,0,15,15,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,158.679,159.071,0.4,159.072,163.062,right,0,1.033,,163.064,164.062,0,16,16,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,164.063,164.862,0.8,164.863,168.862,left,1,0.602,,168.863,169.862,0,17,17,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,169.863,171.162,1.3,171.163,175.162,right,1,1.051,,175.164,176.162,0,18,18,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,176.163,177.413,1.25,177.413,181.412,left,1,0.767,,181.413,182.412,0,19,19,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,182.412,183.362,0.95,183.363,187.362,left,1,1.485,,187.363,188.362,0,20,20,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,188.362,189.612,1.25,189.612,193.612,left,1,0.547,,193.615,194.613,0,21,21,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,194.615,195.912,1.3,195.914,199.912,right,1,0.65,,199.913,200.912,0,22,22,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,200.914,202.214,1.3,202.215,206.212,right,0,0.852,,206.213,207.212,0,23,23,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,,,,,,,,,,,,,,,,,,,,,,207.212,284.88,space,67.65,,,,,,,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,284.896,285.345,0.45,285.346,289.345,left,1,0.539,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,0,0,0,4,1,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,289.346,290.344,1,290.345,294.345,left,1,0.502,,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,0,1,1,34,1,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,294.347,295.245,0.9,295.246,299.245,left,1,1.183,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,0,2,2,33,1,,,,,,,
3,,,2026-02-06_10h25.14.400,ant_ver113,2025.2.3,Win32,60.0240096,7471,7471,,,,,299.246,299.645,0.4,299.645,,,,,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,0,3,3,46,1,0,0,0,0,1,2,95
