location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1,0.0002,12.7415,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,12.7418,39.9587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,39.9589,86.7746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,86.8004,87.4419,0.65,87.4433,91.441,right,1,0.9826,,91.4413,92.4416,0,0,0,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,92.4425,93.9918,1.55,93.9927,97.991,left,0,0.5818,,97.9922,98.9919,0,1,1,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,98.9925,99.8909,0.9,99.8915,103.8915,,0,,,103.8916,104.8919,0,2,2,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,104.8925,105.4919,0.6,105.4927,109.492,,0,,,109.4921,110.4919,0,3,3,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,110.4924,111.9419,1.45,111.9427,115.942,left,1,0.9326,,115.9428,116.942,0,4,4,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,116.9426,118.442,1.5,118.4426,122.4415,right,1,1.1005,,122.4423,123.4418,0,5,5,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,123.4425,124.042,0.6,124.043,128.0421,,0,,,128.043,129.042,0,6,6,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,129.0424,130.2421,1.2,130.2427,134.2408,,0,,,134.2409,135.2421,0,7,7,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,135.2426,136.692,1.45,136.6924,140.692,right,1,1.1627,,140.6931,141.6921,0,8,8,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,141.6927,142.2914,0.6,142.292,146.2912,left,1,0.8323,,146.2921,147.2921,0,9,9,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,147.2926,147.7422,0.45,147.7428,151.7422,left,1,0.9156,,151.7429,152.7422,0,10,10,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,152.7427,153.3421,0.6,153.3428,157.3419,left,1,0.7645,,157.3422,158.3422,0,11,11,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,158.3428,159.7423,1.4,159.743,163.7416,left,1,0.7483,,163.7424,164.7423,0,12,12,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,164.7429,166.1419,1.4,166.1427,170.1423,left,1,0.8651,,170.1432,171.1414,0,13,13,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,171.1419,171.542,0.4,171.5427,175.541,left,1,1.1504,,175.5414,176.5423,0,14,14,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,176.5429,177.4922,0.95,177.4929,181.4928,left,1,0.5154,,181.4938,182.4924,0,15,15,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,182.4928,183.7923,1.3,183.7929,187.7925,left,1,1.1345,,187.7935,188.792,0,16,16,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,188.7925,189.7916,1,189.7922,193.7925,left,1,1.1327,,193.7933,194.7925,0,17,17,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,194.7929,195.2925,0.5,195.2931,199.2926,right,1,0.767,,199.2935,200.2921,0,18,18,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,200.2926,201.8426,1.55,201.8432,205.8415,,0,,,205.8423,206.8422,0,19,19,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,206.8423,208.0927,1.25,208.0935,212.0927,left,1,1.2213,,212.0936,213.0916,0,20,20,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,213.092,214.0925,1,214.0928,218.0927,left,1,0.835,,218.0937,219.0926,0,21,21,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,219.0932,220.5918,1.5,220.5925,224.5924,,0,,,224.593,225.5917,0,22,22,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,225.5923,226.9428,1.35,226.9435,230.9427,,0,,,230.9427,231.9427,0,23,23,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,,,,,,,,,,,,,,,,,,,,,,231.9434,244.8268,space,2.8499,,,,,,
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,244.8418,245.5428,0.7,245.5435,249.5429,left,1,0.8198,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,0,0,38,1
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,249.5437,250.3928,0.85,250.3934,254.392,left,1,0.8525,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,1,1,17,1
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,254.3924,255.0928,0.7,255.0934,259.0929,left,1,0.9324,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,0,2,2,1,1
1,,,2026-02-17_16h03.15.607,ant_ver113,2025.2.3,MacIntel,59.88023952,127350,127350,,,,,259.0934,260.5929,1.5,260.5935,264.593,right,0,0.9483,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,0,3,3,15,1
