PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0.001,10.445,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,10.446,20.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,20.879,32.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,32.389,32.979,0.6,32.98,36.979,right,1,0.417,,36.98,37.979,0,0,0,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,37.98,39.379,1.4,39.379,43.379,left,1,0.55,,43.38,44.379,0,1,1,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,44.38,45.329,0.95,45.329,49.329,right,1,0.534,,49.33,50.329,0,2,2,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,50.329,50.729,0.4,50.729,54.729,right,1,0.518,,54.73,55.729,0,3,3,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,55.73,56.829,1.1,56.83,60.829,left,1,0.49,,60.83,61.829,0,4,4,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,61.83,62.279,0.45,62.28,66.279,left,1,0.568,,66.28,67.279,0,5,5,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,67.28,67.679,0.4,67.681,71.68,right,1,0.503,,71.681,72.679,0,6,6,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,72.68,73.88,1.2,73.88,77.88,left,1,0.401,,77.881,78.88,0,7,7,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,78.881,79.729,0.85,79.73,83.73,right,1,0.483,,83.731,84.729,0,8,8,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,84.73,86.08,1.35,86.081,90.08,left,1,0.5,,90.082,91.08,0,9,9,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,91.081,92.18,1.1,92.181,96.18,right,1,0.453,,96.181,97.181,0,10,10,23,1,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,97.181,98.58,1.4,98.581,102.58,left,1,0.406,,102.581,103.58,0,11,11,4,1,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,103.581,105.081,1.5,105.082,109.081,left,1,0.75,,109.082,110.081,0,12,12,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,110.082,110.931,0.85,110.931,114.931,left,1,0.435,,114.932,115.93,0,13,13,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,115.931,117.281,1.35,117.282,121.281,left,1,0.619,,121.282,122.28,0,14,14,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,122.281,123.031,0.75,123.032,127.031,left,1,0.6,,127.032,128.031,0,15,15,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,128.032,129.531,1.5,129.532,133.531,right,1,0.468,,133.533,134.531,0,16,16,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,134.532,135.131,0.6,135.132,139.131,left,1,0.416,,139.133,140.131,0,17,17,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,140.131,140.732,0.6,140.732,144.732,left,1,0.434,,144.733,145.732,0,18,18,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,145.732,146.732,1,146.732,150.732,right,1,0.517,,150.733,151.732,0,19,19,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,151.733,152.732,1,152.733,156.731,left,1,0.434,,156.733,157.732,0,20,20,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,157.732,158.832,1.1,158.833,162.832,left,1,0.933,,162.833,163.832,0,21,21,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,163.833,164.482,0.65,164.483,168.482,left,1,0.418,,168.484,169.482,0,22,22,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,169.483,170.182,0.7,170.183,174.182,right,1,0.452,,174.184,175.182,0,23,23,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,,,,,,,,,,,,,,,,,,,,,,175.188,194.367,space,9.156,,,,,,,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,194.376,195.666,1.3,195.668,199.666,left,1,1.167,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,0,0,0,12,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,199.667,200.117,0.45,200.117,204.117,left,1,1.118,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,0,1,1,32,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,204.117,204.667,0.55,204.667,208.667,right,1,1.467,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,0,2,2,27,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,208.667,209.917,1.25,209.917,213.917,,0,,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,0,3,3,3,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,213.918,215.117,1.2,215.118,219.117,left,1,1.001,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,0,4,4,21,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,219.118,220.317,1.2,220.318,224.317,right,1,0.87,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,0,5,5,23,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,224.318,225.667,1.35,225.668,229.668,left,1,0.684,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,0,6,6,24,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,229.668,230.818,1.15,230.819,234.818,left,1,0.884,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,0,7,7,6,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,234.818,235.268,0.45,235.268,239.268,right,1,0.683,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,0,8,8,45,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,239.268,240.118,0.85,240.118,244.118,left,1,1.117,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,0,9,9,38,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,244.118,245.318,1.2,245.318,249.318,left,1,1.116,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,0,10,10,37,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,249.319,250.268,0.95,250.269,254.268,left,1,0.8,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,0,11,11,14,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,254.269,255.318,1.05,255.319,259.318,left,1,1.274,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,0,12,12,20,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,259.319,260.418,1.1,260.419,264.418,right,1,1.036,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,0,13,13,26,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,264.419,265.368,0.95,265.369,269.368,right,1,1.055,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,0,14,14,19,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,269.369,270.019,0.65,270.019,274.019,left,1,0.852,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,0,15,15,10,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,274.019,275.219,1.2,275.219,279.219,right,1,0.784,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,0,16,16,39,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,279.22,280.469,1.25,280.469,284.469,left,1,0.721,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,0,17,17,17,1,,,,,,,,,
,,2026-01-17_12h29.51.477,ant_ver113,2025.2.3,MacIntel,58.82352941,126464,,,,,284.47,285.019,0.55,285.02,289.019,right,1,0.651,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,0,18,18,0,1,,,,,,,,,
