location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.order
1,0.0002,16.4424,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,16.4428,39.9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,39.9086,73.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,73.6051,74.7572,1.15,74.7585,78.7572,right,1,1.4501,,78.7575,79.7572,0,0,0,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,79.758,80.8569,1.1,80.858,84.8568,left,1,0.5667,,84.8587,85.8567,0,1,1,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,85.8573,86.5568,0.7,86.5576,90.5567,left,1,0.6076,,90.5573,91.5565,0,2,2,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,91.5569,93.0066,1.45,93.0074,97.0064,left,1,0.567,,97.0073,98.0064,0,3,3,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,98.007,98.8065,0.8,98.8073,102.8063,left,1,0.5095,,102.8078,103.8062,0,4,4,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,103.8065,104.4063,0.6,104.4071,108.4061,left,1,0.3749,,108.4072,109.4062,0,5,5,9,1,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,109.4066,110.506,1.1,110.5071,114.5061,left,0,0.4267,,114.5069,115.5059,0,6,6,7,1,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,115.5063,116.256,0.75,116.2566,120.2557,left,0,0.7571,,120.2559,121.2559,0,7,7,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,121.2563,122.5557,1.3,122.5562,126.5554,left,1,0.5298,,126.5559,127.5559,0,8,8,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,127.5565,128.9056,1.35,128.9065,132.9056,left,1,0.7547,,132.9065,133.9056,0,9,9,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,133.9061,134.5552,0.65,134.5555,138.5553,left,1,0.706,,138.5559,139.555,0,10,10,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,139.5552,139.9554,0.4,139.9561,143.9552,left,1,0.4498,,143.9563,144.9553,0,11,11,5,1,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,144.9561,146.0051,1.05,146.0061,150.0051,left,1,0.5034,,150.0061,151.005,0,12,12,1,1,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,151.0055,151.655,0.65,151.6558,155.6549,left,0,0.4163,,155.6557,156.655,0,13,13,3,1,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
1,,,2026-03-08_19h51.39.239,ant_ver113,2025.2.3,Win32,59.52380952,130466,130466,,,,,156.6556,157.3047,0.65,157.305,161.3049,left,1,0.5505,,161.3056,162.3048,0,14,14,15,1,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
