location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
3,0.0013,18.9259,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,18.9263,134.9332,,,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,134.9338,480.2097,,,,,,,,,,,,,,,,,,,,,
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,,,480.2362,480.774,0.55,480.7755,484.7743,right,1,1.1552,,484.7745,485.7746,0,0,0,0,1,stim/centre.png,stim/congRight.png,-1,right,0
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,,,485.7753,487.2242,1.45,487.225,491.2238,left,1,0.3848,,491.226,492.2133,0,1,1,6,1,stim/blank.png,stim/congLeft.png,1,left,0
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,,,492.2144,492.6633,0.45,492.6642,496.6576,left,1,0.7149,,496.6606,497.6631,0,2,2,8,1,stim/upper.png,stim/neutralLeft.png,1,left,0
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,,,497.6636,498.9577,1.3,498.9592,502.9467,left,1,0.8027,,502.9482,503.9575,0,3,3,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,,,503.9586,504.9469,1,504.9475,508.9468,,0,,,508.948,509.9468,0,4,4,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,,,509.9473,510.7955,0.85,510.796,514.7955,left,0,1.5357,,514.7956,515.7901,0,5,5,3,1,stim/both.png,stim/incongRight.png,-1,right,0
3,,,2026-02-11_11h20.56.845,ant_ver113,2025.2.3,Win32,62.89308176,3193,3193,,,,,515.7907,517.2295,1.45,517.2303,521.2241,left,0,0.8431,,521.2244,522.2298,0,6,6,19,1,stim/lower.png,stim/incongRight.png,-1,right,0
