PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0.001,11.87,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,11.87,31.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,31.791,99.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,,,99.794,100.844,1.05,100.846,104.838,right,1,0.822,,104.839,105.828,0,0,0,13,1,stim/both.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,,,105.83,107.22,1.4,107.221,111.216,left,1,0.687,,111.218,112.217,0,1,1,6,1,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,,,112.218,112.971,0.75,112.973,116.966,right,1,0.643,,116.967,117.955,0,2,2,0,1,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,,,117.956,118.957,1,118.958,122.947,left,1,0.58,,122.947,123.951,0,3,3,12,1,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,,,123.951,125.1,1.15,125.101,129.099,left,1,0.713,,129.101,130.092,0,4,4,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,,,130.092,130.598,0.5,130.599,134.583,right,1,0.51,,134.586,135.592,0,5,5,18,1,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_15h12.25.384,ant_ver113,2025.2.3,MacIntel,58.82352941,129839,,,,,135.593,136.031,0.45,136.032,140.032,left,1,0.696,,140.033,141.033,0,6,6,20,1,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,,,,,,,,,,,,,,
