location,PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,participant,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation
1,0.0002,10.3805,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,10.3808,48.2467,,,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,48.2469,58.713,,,,,,,,,,,,,,,,,,,,,
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,58.7331,60.1294,1.4,60.13,64.1288,left,0,1.349,,64.1291,65.1288,0,0,0,7,1,stim/blank.png,stim/incongRight.png,-1,right,0
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,65.1294,66.6795,1.55,66.6803,70.6791,,0,,,70.6792,71.6794,0,1,1,22,1,stim/centre.png,stim/neutralLeft.png,1,left,0
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,71.68,72.7793,1.1,72.7801,76.7794,,0,,,76.7796,77.7794,0,2,2,17,1,stim/both.png,stim/neutralLeft.png,-1,left,0
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,77.78,78.4785,0.7,78.4791,82.4795,,0,,,82.4796,83.4794,0,3,3,9,1,stim/centre.png,stim/congLeft.png,-1,left,0
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,83.48,84.7294,1.25,84.7301,88.7294,,0,,,88.7295,89.7285,0,4,4,2,1,stim/centre.png,stim/congRight.png,1,right,0
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,89.7289,91.0291,1.3,91.0297,95.0293,,0,,,95.0294,96.0293,0,5,5,15,1,stim/blank.png,stim/congLeft.png,-1,left,0
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,96.0297,96.479,0.45,96.4793,100.4794,,0,,,100.4795,101.4794,0,6,6,23,1,stim/both.png,stim/neutralRight.png,1,right,0
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,101.4799,102.2285,0.75,102.2291,106.2284,,0,,,106.2285,107.2285,0,7,7,12,1,stim/lower.png,stim/congLeft.png,-1,left,0
1,,,2026-02-24_20h38.37.239,ant_ver113,2025.2.3,MacIntel,60.24096386,128883,128883,,,,,107.2291,108.3794,1.15,108.3801,112.3794,,0,,,112.3794,113.3793,0,8,8,19,1,stim/lower.png,stim/incongRight.png,-1,right,0
