PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,id,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
0.0007,13.6492,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,13.6496,40.1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,40.1828,60.5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,,,60.6251,61.4151,0.8,61.4163,65.4162,right,1,0.8199,,65.4166,66.4152,0,0,0,2,1,stim/centre.png,stim/congRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,,,66.4158,67.4153,1,67.4158,71.4157,right,0,0.6471,,71.4165,72.415,0,1,1,21,1,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,,,72.4155,73.866,1.45,73.8667,77.8661,right,1,1.2666,,77.8671,78.8657,0,2,2,11,1,stim/upper.png,stim/incongRight.png,1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,,,78.8661,79.4654,0.6,79.4662,83.4653,,0,,,83.466,84.4658,0,3,3,16,1,stim/blank.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,,,84.4663,85.0662,0.6,85.0669,89.0663,,0,,,89.0664,90.0654,0,4,4,14,1,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,,,90.0658,90.6164,0.55,90.6171,94.6154,,0,,,94.6156,95.6156,0,5,5,19,1,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,,,,,,,,,,,,,,
,,2026-01-20_10h50.39.014,ant_ver113,2025.2.3,MacIntel,58.82352941,128082,,,,,95.6161,97.1661,1.55,97.1667,101.1667,,0,,,101.1668,102.1666,0,6,6,10,1,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,,,,,,,,,,,,,,
