PreExperiment.started,PreExperiment.stopped,date,expName,psychopyVersion,OS,frameRate,PracInstruc.started,PracInstruc.stopped,PracInstruct2.started,PracInstruct2.stopped,fixation.started,fixation.stopped,fixDuration,trial.started,trial.stopped,resp.keys,resp.corr,resp.rt,resp.duration,feedback.started,feedback.stopped,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,pos_loc,corrAns,targOrientation,MainInstruc.started,MainInstruc.stopped,instResp.keys,instResp.rt,instResp.duration,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,Rest.started,Rest.stopped,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,End.started,End.stopped
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1512.5205,1513.1208,0.6,1513.1214,1517.1208,right,1,1.1811,,,,,,,,,stim/blank.png,stim/neutralRight.png,1,right,0,,,,,,1,6,54,39,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1517.1213,1518.5709,1.45,1518.5713,1522.5703,right,1,0.3335,,,,,,,,,stim/upper.png,stim/neutralRight.png,1,right,0,,,,,,1,7,55,27,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1522.5708,1523.4204,0.85,1523.421,1527.4205,right,1,0.9379,,,,,,,,,stim/both.png,stim/neutralRight.png,1,right,0,,,,,,1,8,56,23,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1527.4211,1528.4206,1,1528.4212,1532.4206,left,1,0.7843,,,,,,,,,stim/upper.png,stim/incongLeft.png,1,left,0,,,,,,1,9,57,33,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1532.4211,1533.1704,0.75,1533.1707,1537.1703,left,1,1.0308,,,,,,,,,stim/both.png,stim/neutralLeft.png,-1,left,0,,,,,,1,10,58,17,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1537.1706,1538.2203,1.05,1538.2206,1542.2207,right,1,0.7299,,,,,,,,,stim/centre.png,stim/neutralRight.png,1,right,0,,,,,,1,11,59,29,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1542.2212,1543.7708,1.55,1543.7713,1547.7707,right,1,0.2264,,,,,,,,,stim/centre.png,stim/congRight.png,1,right,0,,,,,,1,12,60,2,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1547.7712,1548.5709,0.8,1548.5713,1552.5705,left,1,0.9817,,,,,,,,,stim/both.png,stim/congLeft.png,-1,left,0,,,,,,1,13,61,5,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1552.571,1553.0703,0.5,1553.0708,1557.0699,right,1,1.2816,,,,,,,,,stim/lower.png,stim/congRight.png,-1,right,0,,,,,,1,14,62,43,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1557.0704,1557.6201,0.55,1557.6205,1561.6207,left,1,1.2379,,,,,,,,,stim/centre.png,stim/neutralLeft.png,-1,left,0,,,,,,1,15,63,14,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1561.6214,1562.7702,1.15,1562.7706,1566.7702,left,1,0.6364,,,,,,,,,stim/lower.png,stim/congLeft.png,-1,left,0,,,,,,1,16,64,12,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1566.7704,1567.2708,0.5,1567.2714,1571.2696,left,1,1.2779,,,,,,,,,stim/blank.png,stim/incongLeft.png,1,left,0,,,,,,1,17,65,20,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1571.27,1572.3195,1.05,1572.3199,1576.3203,left,1,0.7407,,,,,,,,,stim/blank.png,stim/neutralLeft.png,1,left,0,,,,,,1,18,66,42,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1576.3207,1577.4703,1.15,1577.4708,1581.4711,right,1,0.6374,,,,,,,,,stim/upper.png,stim/congRight.png,1,right,0,,,,,,1,19,67,30,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1581.4716,1582.4701,1,1582.4704,1586.4703,left,1,0.7927,,,,,,,,,stim/centre.png,stim/incongLeft.png,1,left,0,,,,,,1,20,68,46,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1586.4706,1587.0202,0.55,1587.0207,1591.0207,right,1,1.2441,,,,,,,,,stim/centre.png,stim/neutralRight.png,-1,right,0,,,,,,1,21,69,35,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1591.0212,1591.8697,0.85,1591.8704,1595.8706,left,1,0.9301,,,,,,,,,stim/centre.png,stim/incongLeft.png,-1,left,0,,,,,,1,22,70,21,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1595.8712,1597.2703,1.4,1597.2708,1601.2707,right,0,0.3817,,,,,,,,,stim/blank.png,stim/neutralLeft.png,-1,left,0,,,,,,1,23,71,32,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1601.2712,1602.2211,0.95,1602.2215,1606.2205,left,0,0.8326,,,,,,,,,stim/centre.png,stim/incongRight.png,-1,right,0,,,,,,1,24,72,25,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1606.221,1607.6703,1.45,1607.6707,1611.6704,right,1,0.3331,,,,,,,,,stim/both.png,stim/congRight.png,1,right,0,,,,,,1,25,73,47,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1611.6709,1613.2207,1.55,1613.2214,1617.22,right,1,0.2325,,,,,,,,,stim/lower.png,stim/incongRight.png,-1,right,0,,,,,,1,26,74,19,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1617.2205,1618.4203,1.2,1618.4206,1622.4207,left,1,0.5907,,,,,,,,,stim/both.png,stim/congLeft.png,1,left,0,,,,,,1,27,75,34,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1622.4212,1622.9712,0.55,1622.9718,1626.9703,right,1,1.2328,,,,,,,,,stim/lower.png,stim/neutralRight.png,-1,right,0,,,,,,1,28,76,28,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1626.9706,1628.2706,1.3,1628.271,1632.2705,left,1,0.4871,,,,,,,,,stim/centre.png,stim/congLeft.png,1,left,0,,,,,,1,29,77,4,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1632.271,1633.3195,1.05,1633.3199,1637.3205,right,1,0.8411,,,,,,,,,stim/centre.png,stim/incongRight.png,1,right,0,,,,,,1,30,78,26,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1637.3208,1638.0703,0.75,1638.0706,1642.0709,right,1,1.0315,,,,,,,,,stim/blank.png,stim/incongRight.png,-1,right,0,,,,,,1,31,79,7,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1642.0714,1643.4709,1.4,1643.4714,1647.4708,right,1,0.3822,,,,,,,,,stim/both.png,stim/incongRight.png,-1,right,0,,,,,,1,32,80,3,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1647.4712,1648.5703,1.1,1648.5708,1652.5707,right,1,0.681,,,,,,,,,stim/centre.png,stim/congRight.png,-1,right,0,,,,,,1,33,81,0,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1652.5712,1653.0203,0.45,1653.0207,1657.0203,right,0,1.3373,,,,,,,,,stim/lower.png,stim/incongLeft.png,-1,left,0,,,,,,1,34,82,10,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1657.0208,1658.2702,1.25,1658.2707,1662.2707,left,1,0.5312,,,,,,,,,stim/centre.png,stim/neutralLeft.png,1,left,0,,,,,,1,35,83,22,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1662.2713,1662.6708,0.4,1662.6714,1666.6703,right,1,1.3816,,,,,,,,,stim/blank.png,stim/congRight.png,1,right,0,,,,,,1,36,84,45,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1666.6705,1667.7708,1.1,1667.7714,1671.7702,right,1,0.6758,,,,,,,,,stim/both.png,stim/neutralRight.png,-1,right,0,,,,,,1,37,85,41,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1671.7709,1673.0202,1.25,1673.0206,1677.0196,left,1,0.5388,,,,,,,,,stim/centre.png,stim/congLeft.png,-1,left,0,,,,,,1,38,86,9,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1677.0199,1678.5707,1.55,1678.5713,1682.5701,left,1,0.2313,,,,,,,,,stim/blank.png,stim/congLeft.png,1,left,0,,,,,,1,39,87,6,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1682.5702,1683.2203,0.65,1683.2205,1687.2207,right,1,1.1309,,,,,,,,,stim/both.png,stim/congRight.png,-1,right,0,,,,,,1,40,88,13,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1687.2212,1688.7201,1.5,1688.7208,1692.7206,left,1,0.2745,,,,,,,,,stim/both.png,stim/incongLeft.png,-1,left,0,,,,,,1,41,89,37,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1692.7211,1693.6706,0.95,1693.6712,1697.6707,right,0,0.8306,,,,,,,,,stim/both.png,stim/incongLeft.png,1,left,0,,,,,,1,42,90,1,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1697.6714,1699.1706,1.5,1699.1711,1703.1706,left,1,0.2796,,,,,,,,,stim/upper.png,stim/congLeft.png,1,left,0,,,,,,1,43,91,24,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1703.171,1704.3201,1.15,1704.3204,1708.3208,left,1,0.6423,,,,,,,,,stim/blank.png,stim/congLeft.png,-1,left,0,,,,,,1,44,92,15,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1708.3213,1709.5703,1.25,1709.5706,1713.5703,right,1,0.5663,,,,,,,,,stim/both.png,stim/incongRight.png,1,right,0,,,,,,1,45,93,44,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1713.5706,1713.9703,0.4,1713.9708,1717.9696,left,1,1.3802,,,,,,,,,stim/lower.png,stim/neutralLeft.png,-1,left,0,,,,,,1,46,94,38,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,1717.97,1719.1709,1.2,1719.1716,1723.1706,right,1,0.5812,,,,,,,,,stim/blank.png,stim/congRight.png,-1,right,0,,,,,,1,47,95,18,1,,,,,,,,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.1718,1723.1735,2,0,2,0,1,,
,,2026-03-19_14h57.06.162,ant_ver113,2025.2.3,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.1737,1726.2371
